ID,USER_ID,CREATED_AT,PRODUCT_ID,TOTAL_COST_PENNIES,TOTAL_COST_PRE_DISCOUNT_PENNIES,SOURCE
111639978,362912,2018-03-04 17:01:51.530,331,2700,2700,web
111654415,122055,2018-03-05 16:18:39.602,210,2000,2500,iOS
111691235,800129,2018-03-07 10:53:00.545,728,3410,3700,web
111659269,50111,2018-03-05 20:34:03.983,827,3700,3700,Android
110140314,120510,2016-01-22 11:47:22.533,51,1600,2600,iOS
110068263,74381,2015-09-08 12:03:55.363,51,2600,2600,web
110476477,212936,2016-10-11 11:07:59.033,110,3000,3000,web
114585461,1790759,2019-12-01 14:46:55.917,2251,2400,2900,web
110132639,60063,2016-01-09 10:10:36.160,62,2000,2000,web
110303709,176324,2016-03-28 11:43:14.666,62,1000,2000,web
110141005,120333,2016-01-23 21:35:43.679,62,2000,2000,web
110471917,272928,2016-10-06 10:24:17.425,108,1725,2300,iOS
110492337,212936,2016-10-27 10:24:05.549,192,3100,3600,web
110150540,127776,2016-02-04 14:34:20.972,27,3500,3500,iOS
110158013,60063,2016-02-11 19:46:45.471,41,2250,2750,iOS
110499475,300898,2016-11-02 12:02:43.673,193,2000,2000,web
110197168,166312,2016-03-06 13:36:14.859,55,4950,5500,web
110557303,327465,2016-12-12 19:20:28.655,110,2700,3000,web
110395263,142109,2016-07-20 06:55:34.173,108,2300,2300,iOS
114652484,385160,2019-12-06 15:51:29.898,1515,2520,2800,iOS
110391044,97718,2016-07-14 20:17:54.093,109,2340,2600,web
114675685,505803,2019-12-09 12:33:20.806,925,2700,3000,iOS
114669337,543517,2019-12-08 23:58:18.837,1785,4140,4600,web
114673692,1902327,2019-12-09 11:03:04.784,1314,2300,3300,web
114676661,990101,2019-12-09 13:20:32.330,1782,1650,2200,web
114678467,1574529,2019-12-09 15:07:22.935,1782,1980,2200,web
110493164,297045,2016-10-27 15:50:26.250,108,2300,2300,web
111030817,549682,2017-07-16 16:13:00.059,386,2970,3300,web
111107686,181334,2017-08-21 21:39:22.117,331,2160,2400,web
111192304,331016,2017-09-28 12:45:08.592,191,2400,3000,web
110579129,145361,2016-12-21 11:46:11.500,239,3120,3900,iOS
110577744,306111,2016-12-20 20:24:46.342,108,2340,2800,web
110579960,337584,2016-12-21 15:21:31.528,216,3800,3800,web
110613094,311343,2017-01-22 08:08:07.093,193,2000,2000,web
110611073,121703,2017-01-19 21:28:54.940,171,2100,2600,Android
111355335,675957,2017-12-08 10:06:26.941,337,3420,3800,web
110838375,462777,2017-04-12 09:23:02.193,340,1700,2700,web
110837197,181920,2017-04-11 17:02:36.521,331,2040,2400,web
110849172,281571,2017-04-19 17:33:12.416,193,1800,2000,web
110943812,393396,2017-06-07 10:09:50.485,372,4800,4800,web
111704278,617696,2018-03-07 20:31:53.111,578,2200,2200,web
111930536,808447,2018-05-23 11:08:40.235,1042,3500,3500,web
111856975,499370,2018-04-26 15:48:47.928,917,4000,4500,web
111716154,583946,2018-03-08 11:28:38.896,827,2880,3200,web
110981308,273652,2017-06-25 18:51:46.913,331,2160,2400,Android
111763719,826227,2018-03-16 17:05:32.048,578,2533,3100,web
111781468,265695,2018-03-25 09:58:11.295,850,2700,2700,iOS
111988472,797039,2018-06-13 19:29:02.930,1036,2250,2500,web
111126549,98060,2017-08-30 17:40:53.623,475,3060,3600,web
111128581,456621,2017-08-31 11:18:06.010,474,3000,3000,web
111897243,35907,2018-05-10 20:58:39.358,924,2070,2300,web
111149800,481516,2017-09-09 17:01:58.752,171,2930,3200,web
111174118,585960,2017-09-20 11:50:17.412,193,1500,2000,iOS
115714181,567467,2020-03-20 09:19:50.324,110,4200,4200,web
111200031,596230,2017-10-02 15:22:04.664,193,1800,2000,web
111919534,791420,2018-05-18 18:48:34.908,933,3600,3600,iOS
111257284,387457,2017-10-30 12:14:43.093,191,3000,3000,web
111275341,648840,2017-11-08 13:50:55.993,476,2540,3800,web
111288579,382054,2017-11-15 08:48:30.698,586,4000,4000,iOS
115011648,1974330,2020-01-26 16:39:52.159,60,6000,6000,web
114991608,2007390,2020-01-22 19:39:24.242,210,2160,2700,web
111364569,678950,2017-12-11 17:51:15.496,92,11000,11000,web
112077788,585626,2018-07-19 08:17:44.038,924,2300,2300,web
112034289,527884,2018-07-02 09:05:22.438,1036,2500,2500,Android
111999415,880833,2018-06-18 10:56:57.638,1033,6000,6000,web
110000180,19037,2014-10-07 09:04:36.071,1,500,2000,web
100004059,15219,2014-06-23 23:00:00.000,1,4000,4185,Magento
111461174,265695,2018-01-17 07:09:10.356,295,3800,3800,iOS
110014174,32841,2015-01-24 08:40:37.734,3,800,2000,iOS
110055064,60063,2015-07-15 09:31:05.751,37,1870,2200,iOS
112148485,787180,2018-08-15 13:53:24.700,210,2600,3200,web
112056001,855587,2018-07-10 11:00:56.449,1146,3420,3800,iOS
112155669,50111,2018-08-17 21:42:23.534,110,3000,3000,Android
112357444,1008054,2018-10-19 17:20:38.230,210,1800,2800,web
112245341,181920,2018-09-18 09:04:37.977,1036,1875,2500,web
113103265,125713,2019-03-19 00:44:42.242,1528,2700,3200,web
112269230,1028374,2018-09-25 22:37:46.714,1264,2000,3000,web
112402252,63122,2018-11-01 10:48:15.138,1308,1750,3000,iOS
113157667,569193,2019-03-25 01:39:19.704,1200,4500,4500,iOS
113171207,493668,2019-03-25 15:57:17.995,210,2565,3500,web
113172768,1356365,2019-03-25 17:01:21.332,1558,2400,3400,web
113183103,1360596,2019-03-25 22:26:19.785,110,2750,3200,web
113175185,874517,2019-03-25 18:38:57.020,1643,4040,4400,web
113191848,909472,2019-03-26 10:21:42.548,924,1800,2300,web
112325513,894203,2018-10-10 20:36:17.442,1035,2300,2300,web
112329599,1050727,2018-10-11 20:09:29.056,1035,2300,2300,web
113212303,1371484,2019-03-26 19:54:50.679,1518,2900,2900,web
112372156,1006828,2018-10-24 11:23:35.529,1264,2700,3000,iOS
112376694,1028822,2018-10-25 10:46:44.647,1036,3600,3600,web
112378541,703329,2018-10-25 17:13:40.218,110,2550,3000,web
113242906,1323172,2019-03-27 16:29:51.534,924,1455,2300,web
113176121,386193,2019-03-25 19:12:12.934,924,2440,2900,web
113248571,1031810,2019-03-27 19:43:41.099,110,2500,3000,web
112385032,894203,2018-10-28 07:14:35.280,1253,0,3000,web
113236005,633736,2019-03-27 12:56:22.715,210,2400,2900,web
112475935,1107679,2018-11-20 19:33:33.119,1036,1600,2600,web
113204440,667906,2019-03-26 15:48:13.182,1680,4170,4800,web
112478279,728150,2018-11-21 10:35:06.437,1338,2635,3100,iOS
112408237,1079865,2018-11-02 15:51:11.646,110,2340,3000,web
112407826,303003,2018-11-02 14:10:47.858,1311,3000,4000,iOS
113215059,1372532,2019-03-26 20:57:03.132,822,2200,3200,web
113196867,1365467,2019-03-26 12:09:19.016,897,3400,4000,web
113212324,693003,2019-03-26 19:55:15.161,1558,2465,2900,web
114718480,1291941,2019-12-12 21:20:43.071,2251,2378,2900,web
114721663,1917897,2019-12-13 11:10:02.359,2250,3000,3000,web
114726889,1396424,2019-12-13 21:25:58.603,2232,3800,3800,iOS
114730277,836666,2019-12-14 13:27:36.602,2250,2700,3000,web
113278525,1010568,2019-03-28 18:19:12.446,1680,4170,4800,iOS
113229023,1168233,2019-03-27 10:17:44.270,1680,3950,5200,Android
113260714,1068432,2019-03-28 09:29:12.196,1493,5600,5600,web
111527274,519758,2018-02-09 13:13:08.215,210,2400,2400,web
110137187,114195,2016-01-18 09:30:45.972,41,2400,2400,web
110139842,120230,2016-01-21 17:41:27.645,62,500,2000,web
110143597,122682,2016-01-27 11:21:53.558,62,1000,2000,web
110169993,150656,2016-02-22 21:14:33.954,55,2600,2600,web
110178770,66847,2016-02-29 13:58:23.145,51,3350,3350,iOS
110183727,158784,2016-03-02 10:11:10.642,93,4000,4000,web
110185028,47977,2016-03-02 13:26:59.795,62,2350,2350,web
110193123,163620,2016-03-04 14:14:22.438,51,2350,3350,web
110308207,179055,2016-04-05 13:04:53.637,41,2600,2600,web
110310107,180248,2016-04-08 09:20:13.337,55,1600,2600,web
110348227,206446,2016-05-28 07:45:34.618,125,1500,1500,web
111547916,335081,2018-02-12 19:40:55.765,711,3450,4800,web
110392569,203755,2016-07-17 11:15:09.940,109,2100,2600,web
110414718,68046,2016-08-10 09:36:54.982,166,2805,3300,web
110431842,115387,2016-08-30 09:43:46.365,108,1800,2300,web
111626877,566739,2018-03-02 20:48:06.737,882,4300,4300,web
111656423,444421,2018-03-05 18:16:26.907,92,10500,11600,web
111757028,540206,2018-03-14 11:51:50.299,825,3560,4000,web
110559622,19565,2016-12-13 21:44:55.141,60,4500,5000,web
110565753,330576,2016-12-16 09:26:56.859,216,2400,3000,web
110571781,115172,2016-12-19 06:22:02.908,193,1200,1500,web
114889384,1100290,2020-01-06 22:39:07.175,2347,2465,2900,web
114988970,1493032,2020-01-22 12:33:09.193,60,6000,6000,web
114976662,1999741,2020-01-20 15:43:09.279,1888,2000,3000,web
114977701,1338420,2020-01-20 17:48:58.124,210,3020,3300,web
110517883,310133,2016-11-18 23:12:05.125,60,4000,5000,web
115006533,1787360,2020-01-25 10:42:46.372,210,2210,2600,iOS
114989565,2006486,2020-01-22 14:01:36.224,1515,2800,2800,web
114907277,1566405,2020-01-09 13:07:56.523,1515,2800,2800,web
110590801,341056,2017-01-03 20:58:19.779,108,1840,2300,web
114991633,2007390,2020-01-22 19:43:15.293,2347,1900,3000,web
110607917,322508,2017-01-17 22:47:54.184,256,3200,3200,web
110617444,339703,2017-01-24 20:40:45.352,256,2700,3200,iOS
110620601,172009,2017-01-26 18:57:38.505,256,2720,3200,web
110003956,22282,2014-11-17 17:45:16.453,2,1800,2000,web
110630279,200594,2017-02-01 14:04:24.205,108,2070,2300,web
110630910,361318,2017-02-01 20:13:38.912,256,3200,3200,web
110632612,182427,2017-02-02 18:55:57.614,193,1000,2000,iOS
110009733,27562,2014-12-30 12:16:11.675,7,800,2000,web
110017791,36653,2015-02-09 12:47:14.034,16,2500,2500,web
110091390,71527,2015-11-05 10:09:52.848,52,3300,3300,web
110034089,40431,2015-03-30 11:55:11.128,12,2000,2000,iOS
110029782,19672,2015-03-11 11:41:53.566,20,2160,2400,iOS
114907660,318010,2020-01-09 13:51:40.884,210,1800,2800,web
114910053,607926,2020-01-09 19:12:17.950,1518,2700,3000,web
114909433,456562,2020-01-09 17:41:24.663,1339,3000,3000,web
110662365,380249,2017-02-13 14:46:14.697,274,2700,3700,web
114943519,1082912,2020-01-15 09:15:51.977,2405,2900,3400,iOS
114970271,1199726,2020-01-19 20:03:05.765,1888,2550,3000,web
114985964,543517,2020-01-21 20:56:04.581,1784,3420,3800,web
114985180,1324207,2020-01-21 19:22:41.071,210,2100,2600,web
115003844,719518,2020-01-24 15:57:40.818,210,2600,2600,web
115018537,1834460,2020-01-27 16:03:23.846,2364,2970,3300,web
115048986,1941380,2020-01-30 10:44:36.346,1518,1965,2900,web
115065161,343564,2020-01-31 21:42:34.004,2373,2975,3500,web
115075281,1045998,2020-02-02 21:22:01.292,107,1980,2200,iOS
115081963,2035740,2020-02-03 18:29:30.841,107,1760,2200,web
115082050,998323,2020-02-03 18:39:14.157,1888,3000,3000,web
115087901,2037797,2020-02-04 12:34:08.164,1518,2960,3700,web
115100969,683456,2020-02-05 22:12:48.630,210,2600,2600,web
115093791,1656762,2020-02-05 05:29:57.622,1547,4100,4500,web
110411066,246114,2016-08-05 15:51:37.878,110,2700,3000,web
110418785,122055,2016-08-15 16:53:15.119,108,2300,2300,iOS
110437396,72673,2016-09-04 10:05:04.123,179,2700,3000,web
110453080,274738,2016-09-19 17:23:59.534,118,2800,2800,web
110473038,245984,2016-10-07 10:42:32.364,108,2300,2300,web
110455658,264878,2016-09-21 09:22:02.796,110,2550,3000,iOS
110452472,207990,2016-09-19 09:31:31.687,118,2800,2800,web
110466974,278445,2016-10-02 06:58:55.315,152,2900,2900,iOS
110489912,169665,2016-10-25 18:33:21.887,191,3000,3000,web
110566509,330828,2016-12-16 13:13:29.906,92,8500,9500,web
110476880,288232,2016-10-11 15:15:16.845,171,2600,2600,web
110498943,300608,2016-11-01 22:32:17.139,177,2200,3200,web
110495623,117671,2016-10-30 16:34:55.316,171,1600,2600,web
110513532,308123,2016-11-15 13:33:11.165,157,2600,3600,web
110495566,109271,2016-10-30 15:04:32.253,193,2000,2000,iOS
110489430,295146,2016-10-25 13:32:11.385,192,3600,3600,web
110529108,192682,2016-11-26 11:12:23.545,171,4250,5000,web
110569856,219207,2016-12-18 12:39:56.400,193,2200,2600,web
110520319,121703,2016-11-21 17:57:36.368,196,3800,3800,Android
110550122,22282,2016-12-08 09:53:24.388,193,1700,2000,iOS
110567581,333889,2016-12-16 21:56:32.972,108,1840,2300,web
110573563,156735,2016-12-19 13:30:52.179,108,1840,2300,web
110581562,336859,2016-12-22 11:06:28.152,110,3000,3500,web
110594134,178738,2017-01-06 17:25:35.954,193,1500,2000,web
110597456,83502,2017-01-10 09:43:17.351,193,2000,2000,web
110575461,336432,2016-12-20 09:32:30.000,216,2800,3800,web
110593499,342482,2017-01-06 10:04:14.592,171,3500,3500,iOS
110585483,122816,2016-12-28 09:23:24.841,175,4500,4500,web
110581572,336859,2016-12-22 11:07:40.259,110,3000,3500,web
110605977,237012,2017-01-16 23:02:08.402,171,2340,2600,iOS
110587354,339845,2016-12-30 16:41:43.639,180,18500,18500,web
110630799,254483,2017-02-01 18:52:23.461,259,2600,2600,web
110621390,316499,2017-01-27 11:15:00.485,193,2000,2000,web
110783462,385008,2017-03-22 23:39:44.358,256,3000,3000,web
110803116,446876,2017-03-24 14:19:35.943,118,3660,4000,iOS
115824660,942921,2020-03-27 09:32:54.135,107,2300,2300,web
110794319,176828,2017-03-23 20:33:00.744,193,2100,2300,web
110792172,442376,2017-03-23 17:20:25.947,256,3300,3800,iOS
114244224,486767,2019-10-09 09:30:19.347,1515,2800,2800,iOS
114245261,1155929,2019-10-09 11:37:11.188,2147,3600,3600,web
114245445,1140456,2019-10-09 12:02:23.598,2161,4250,5000,web
114228832,493668,2019-10-07 08:24:55.792,1132,2805,3300,web
114237003,1735759,2019-10-08 09:53:11.232,2082,4600,4600,web
110795541,50111,2017-03-23 22:02:09.265,259,3600,3600,Android
110797659,401130,2017-03-24 08:19:00.933,193,2300,3100,web
114243877,97718,2019-10-09 08:50:12.185,1518,2550,3000,iOS
115048057,1518133,2020-01-30 09:43:09.344,210,2430,2700,web
110835933,290794,2017-04-11 08:05:19.852,290,3600,4000,web
114260061,1754436,2019-10-11 18:14:20.154,110,2600,3600,web
114974368,1999081,2020-01-20 11:54:40.384,2364,2400,3400,web
115824858,942921,2020-03-27 09:43:10.389,107,1800,2300,web
114271419,614980,2019-10-14 12:19:05.047,210,2320,2900,web
114292715,1762562,2019-10-17 12:55:59.645,2145,3000,3500,web
110824531,457255,2017-04-04 10:04:51.380,256,2000,3000,web
110845223,183132,2017-04-17 17:04:27.617,258,3150,3500,web
110855275,469160,2017-04-23 21:34:24.739,193,2000,2000,web
110844738,127776,2017-04-17 08:21:58.406,193,1300,2000,iOS
114310681,290794,2019-10-21 12:27:02.434,2150,4000,4000,iOS
114302159,1707965,2019-10-19 10:53:42.469,1515,2100,2800,Android
114303160,1770545,2019-10-19 16:09:11.748,668,1500,2000,web
116930333,2623486,2020-05-14 12:53:38.300,107,2555,2900,web
110971661,526223,2017-06-20 16:13:36.275,413,3000,4000,web
116935387,164843,2020-05-14 15:59:33.068,2374,2800,2800,iOS
116936096,2073751,2020-05-14 16:29:01.224,2550,2520,2800,web
111155415,601045,2017-09-12 12:09:34.273,494,4100,4100,web
110963878,523637,2017-06-16 11:32:18.091,385,2000,3000,web
110880887,481198,2017-05-05 14:44:39.243,331,2400,2900,web
110978278,515250,2017-06-23 13:11:47.498,260,2300,3300,web
111013949,543337,2017-07-10 08:57:46.779,110,2700,3000,web
110974346,124402,2017-06-21 19:39:09.186,331,1920,2400,web
110963403,246114,2017-06-16 08:45:28.106,110,2550,3000,web
110997962,536975,2017-07-02 21:11:08.027,389,2600,3600,web
110983144,324330,2017-06-26 15:11:18.217,259,2700,2700,web
111007282,139237,2017-07-06 10:00:14.921,110,3000,3000,web
111009121,541571,2017-07-06 23:05:40.387,386,2800,3300,web
111059677,325687,2017-07-29 11:00:46.662,389,3060,3600,web
111031595,526503,2017-07-16 21:36:05.182,399,2575,4100,iOS
111032647,550427,2017-07-17 12:30:46.333,110,14000,14000,web
114345225,1440048,2019-10-27 20:55:04.843,210,2900,2900,web
114356725,1027419,2019-10-29 17:17:24.206,110,2700,3000,web
111041281,420073,2017-07-20 17:16:26.313,331,2400,2400,web
114357862,373750,2019-10-29 20:10:59.070,1360,2805,3300,web
114355640,1790379,2019-10-29 14:32:39.603,2149,4000,5000,web
111048746,413338,2017-07-25 06:27:30.271,390,4050,4500,web
111049391,558498,2017-07-25 10:02:47.513,193,1000,2000,web
111084752,132607,2017-08-10 09:35:20.314,110,2400,3000,web
111057159,562618,2017-07-27 20:46:29.986,331,1400,2400,web
114370077,1636044,2019-10-31 15:45:42.200,1518,3315,3900,web
111057124,75871,2017-07-27 20:32:02.608,385,2000,3000,iOS
111097628,459979,2017-08-16 14:13:15.740,254,2700,3000,web
114371207,1147589,2019-10-31 18:30:42.620,2149,4500,5000,web
114380661,1777186,2019-11-02 11:25:15.708,1524,3500,3500,web
114377199,1667686,2019-11-01 14:47:01.303,2237,3475,4000,web
111096203,536660,2017-08-15 20:34:50.173,385,2500,3000,web
